TEAM_ABBREVIATION	COMMENT
	Μεγάλε Γιάννη
MIL	Giannis antetobumpo
	Until he bumps into this man again and the True Green Team!!!
	candidates for the post of MVP of the year Giannis ❤️❤️❤️❤️
	I got your ball
	Wayne Mcneal get over it Indiana 🏀✌️
	Mark Serkowski I got yours also
	😍😍
SPAM	Angela Domingos I'm Paying 7 lucky people that message me with this phrase
	Thanasis Antetokounmpo still the 🐐 though
	🙃🥰
	Free Palestine 🇵🇸🥰🥰🕊️💚🥰
	you think i’d care about your difficult past now? think again.
SPAM	As a way of helping out those facing challenges this year.....❤️👏
SPAM	I'm Paying 7 lucky people that message me with this phrase
	Markese Lockett  you need to heal up your team needs you Matt Babiak
	Imma do this once sending
SPAM	"Let's end inhumanity!! I'm paying 5GRAND to the first 5 people to message me ""support me"" Because I feel some people are still going through ""TOUGH TIMES"" Stay blessed Y'all"
	Yeyyeyuueueuuejeyyeheehyeueuuueyyehy
	Yo Gotti Bagss magnanty vikita zaign
SPAM	Purim our Valentines/Mothers Day/2nd Christmas/Costume &amp; Candy coming... Its from sunset 2/26/24-2/29/24 sunset... Be your man/family's Esther... Israel exists due to her...
SPAM	CONGRATS ON THE WIN BUCKS NICE BEAND DOC JUS SORRY EMBIID INJURED GOD BLESS NBA ALWAYS PEACE👏😀😉✌👍👌🙏🏻💯💯💯💯💯💯💯💯💯
MIL	The Antman💪
MIL	Greek Monsters
PHI	Need you Joel Embiid
MIL	NICE
	MVP
	😇😇Wow this is really unbelievable I just got paid again.....I ignored at first. 
	nice
	nice
SPAM	https://t.me/discordgg7Tf3ufsQ
	NICE
SPAM	Lebron James is now 74 pts away https://www.saklap.com/lebron-james-is-now-74-points.../
	🇺🇸Trust me! You're missing a lot if you haven't joined this group yet❤️⤵️ 😁💥Walmart &amp; Amazon Clearance Shoppers
	Wassup champ... I got a life Changer proposal I think we can use your influence... HMU let's 🚨 No Bs
SPAM	https://www.youtube.com/live/WGFymYci9xc?si=C8GMSPgVrBWN9pnh
	Transforming interactions online: Experience effortless engagement with our intuitive chatbot website. Explore now https://www.fiverr.com/s/x9gNXx!
	Boring ass player
	Chat me up let makes friends together 👋❤️‍🩹
SPAM	As a young millionaire living my best life, I’m giving 5 grand to the first 5 people who message me ‘GRACE’. It’s all about sharing the blessings. Stay bless y’all!
	🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸… Wyświetl więcej
	🇬🇷🇬🇷molon lave
	GIANNIS ANTETRABOUNKO
SPAM	https://youtu.be/z-kOyBRIbmM?si=3n8c1qCkJAyMCu43
SPAM	Hebrew Calendar 5883: The 3rd Day of the 1st Week(3/49 yrs) in the 121st Jubilee
SPAM	https://youtu.be/JytG1-yZ3z0?si=MZRAdPnS8zYljON8
MIL	A NEAR triple double? This isn't horse shoes people
SPAM	As a young millionaire living my best life, I’m giving 5 grand to the first 5 people who message me ‘GRACE’. It’s all about sharing the blessings. Stay bless y’all!
