TEAM_ABBREVIATION	COMMENT
	Earl Mascoll lakers are not even in a playoff spot where clippers are 4th so what are you talking about stupid
	Jared Snyder
CLE	🤡🤡🤡
	Earl Mascoll you good bud ?
	Earl Mascoll Lakers the play in team ?
	Good, but Cavs totally droped the ending, dejavu like Detroit dropped ending at the Nets.
LAC	PG is him 💪😤🙌🔥 Let's go Clippers!!!
	Norti Wriot https://t.me/+giJaUtpX5-FhNDNk
LAC	Playoff ready ❤✌
	Won $4000 great comeback
	No Kawhi for the game and no James in the 4th quarter. We a take the W 💪🏽
	Brandon Rankin https://t.me/+giJaUtpX5-FhNDNk
LAC	Paul George 👌🏿🏀
	sarap 7.1 odds
	PG was great but Cavs came from 9/18 from deep ....to 2/12 from deep. at 2th half.
LAC	Congrats lca
LAC	Clips in 6 😤🔥💯
LAC	Unbelievable!!
LAC	PG lod i💪
LAC	💪🏻💪🏻👏👏👏
	Gerald Frank Galit Villegas atabs mo galing talaga eh
	Mikki Bernardo para maganda daw gising mo hahahahaha
	EJ Calimbahin lakas ni idolooooo
	Ayoko na mag hate comments baka may epal nnmn eh hahahahahauu
	PG拼了這季沒拿冠軍就轉隊，快艇從一開始最被看好，到後來被認為欠缺最後一搏能力，今年更困難
	open k biết hay không
LAC	22pts for the System 🐐
LAC	Paul George
	Alvin O. Balatenia
LAC	Go La Clippers
LAC	Whoopie
LAC	@highlight
CLE	Cavs still lost hahaha
	Who is he?
CLE	😭
	Cricket Lafra  and you ?
	https://youtu.be/JtOftAmdkAU?si=DgtXeuHgGHKuCD0v
	Hello! I am a Colombo Estadounidense coach and I would appreciate it if you would spend a minute going to my profile, to see my new sports content, with your like I can help, to give the best sports experience, to many children forgotten in sports! 
	Lol cavs looking weak
	The preaching of the WORD of GOD continue until GOD wants. Starting on April 8, darkness and evil will increase. Do not look at the eclipse or go outside. The eclipse will pass through a place called Jonah, by 7 whose name is Nineveh and another called… Wyświetl więcej
	I’m Helping 5 People with 5 Bands who text me ‘HARD TIMES’ 
	HIMMMMMM
	Kobe Rayford lum bubbbb
	Rainer DP
LAC	SLIPPERS ARE GOING TO CHOKE
CLE	What!???? I thought the first half ended 80-59 to the Cavs?🤯
	Anyone struggling with bills ⁉️first 3 people to HMU with ( BROKE RN) gets their debts cleared 🏧💵💯🥶
LAC	Clipper haters rn 😂😂😂
	Imma be giving out 5 Grand to the first 5
